month_start,region,category,sub_category,total_sales,order_lines,unique_customers,avg_ship_delay_days
2015-08-01,West,Office Supplies,Paper,1097.65,11,7,3.272727272727273
2018-10-01,West,Office Supplies,Fasteners,23.84,2,2,5.0
2018-09-01,South,Technology,Phones,1139.90,5,4,3.6
2017-03-01,West,Furniture,Chairs,2487.05,4,4,1.5
2018-02-01,South,Furniture,Chairs,196.78,1,1,4.0
2015-08-01,Central,Office Supplies,Appliances,167.54,1,1,4.0
2015-11-01,South,Office Supplies,Storage,289.45,3,3,5.333333333333333
2018-06-01,West,Office Supplies,Appliances,61.44,1,1,3.0
2015-03-01,Central,Technology,Phones,251.94,1,1,2.0
2018-08-01,Central,Furniture,Bookcases,183.37,1,1,1.0
2016-11-01,South,Office Supplies,Paper,115.30,1,1,4.0
2017-10-01,East,Furniture,Furnishings,1289.69,5,5,4.2
2017-04-01,East,Furniture,Furnishings,92.60,2,2,4.0
2015-09-01,East,Office Supplies,Envelopes,79.53,2,2,2.5
2018-08-01,West,Office Supplies,Appliances,5143.56,6,6,2.8333333333333335
2016-11-01,Central,Office Supplies,Art,201.72,4,4,4.25
2017-02-01,East,Furniture,Tables,550.43,1,1,1.0
2016-08-01,West,Office Supplies,Labels,8.12,2,2,5.5
2017-09-01,East,Office Supplies,Paper,375.79,10,10,3.4
2016-02-01,West,Furniture,Tables,35.54,1,1,6.0
2017-04-01,West,Office Supplies,Supplies,214.18,2,2,4.5
2018-11-01,West,Technology,Accessories,1966.23,15,15,3.4
2018-04-01,Central,Office Supplies,Envelopes,28.40,1,1,3.0
2018-01-01,East,Office Supplies,Binders,274.49,1,1,4.0
2015-10-01,Central,Furniture,Chairs,258.28,1,1,5.0
2016-10-01,East,Office Supplies,Storage,92.56,2,2,4.5
2018-03-01,South,Office Supplies,Envelopes,42.68,1,1,0.0
2017-02-01,South,Office Supplies,Binders,96.74,5,4,3.8
2016-01-01,Central,Furniture,Tables,102.44,1,1,4.0
2017-04-01,East,Technology,Accessories,89.97,1,1,4.0
2018-12-01,West,Office Supplies,Binders,1243.64,31,24,3.7419354838709675
2015-11-01,West,Office Supplies,Appliances,677.30,6,6,2.6666666666666665
2018-07-01,West,Furniture,Furnishings,1391.81,9,8,4.888888888888889
2018-04-01,South,Office Supplies,Art,169.39,7,5,3.2857142857142856
2017-12-01,West,Technology,Machines,281.53,2,2,4.5
2016-11-01,South,Furniture,Chairs,877.06,3,2,6.0
2015-12-01,East,Furniture,Bookcases,2799.37,3,3,4.333333333333333
2017-04-01,Central,Office Supplies,Appliances,48.79,1,1,5.0
2018-09-01,East,Furniture,Bookcases,782.94,1,1,2.0
2018-12-01,West,Furniture,Furnishings,2062.01,17,15,4.235294117647059
2018-11-01,West,Office Supplies,Binders,1896.19,20,20,4.15
2016-11-01,East,Technology,Phones,3778.14,12,10,4.0
2018-05-01,Central,Office Supplies,Fasteners,32.78,3,3,3.3333333333333335
2016-02-01,Central,Office Supplies,Binders,2.93,1,1,7.0
2017-08-01,East,Office Supplies,Paper,275.39,3,2,3.6666666666666665
2018-08-01,South,Office Supplies,Paper,523.09,8,7,3.75
2015-07-01,West,Furniture,Chairs,3054.40,6,6,4.166666666666667
2017-09-01,South,Furniture,Furnishings,72.97,3,3,5.0
2015-07-01,Central,Technology,Accessories,457.95,3,3,3.6666666666666665
2017-12-01,East,Furniture,Furnishings,1818.88,7,7,4.285714285714286
2016-12-01,West,Furniture,Bookcases,1019.14,3,3,4.333333333333333
2016-08-01,Central,Technology,Copiers,2799.96,1,1,4.0
2018-03-01,West,Furniture,Tables,1096.83,2,2,4.0
2017-03-01,West,Technology,Phones,5094.80,6,6,3.5
2015-12-01,Central,Office Supplies,Envelopes,62.55,2,2,3.5
2018-12-01,Central,Furniture,Tables,1994.31,3,3,4.0
2017-08-01,South,Office Supplies,Paper,87.65,4,4,2.75
2015-02-01,Central,Furniture,Chairs,60.89,1,1,4.0
2016-08-01,East,Office Supplies,Labels,6.91,1,1,2.0
2016-02-01,West,Office Supplies,Appliances,541.44,1,1,3.0
2016-07-01,South,Furniture,Furnishings,190.64,4,4,4.25
2016-03-01,Central,Technology,Phones,1462.47,6,6,3.5
2017-06-01,East,Office Supplies,Appliances,1237.84,5,4,3.0
2015-11-01,West,Furniture,Chairs,2547.98,6,5,3.3333333333333335
2016-04-01,Central,Office Supplies,Binders,4235.45,11,9,4.363636363636363
2017-11-01,South,Office Supplies,Binders,154.75,6,5,3.3333333333333335
2016-08-01,East,Furniture,Tables,667.17,2,2,3.5
2017-02-01,East,Furniture,Chairs,554.61,2,2,4.0
2016-01-01,West,Office Supplies,Appliances,87.36,1,1,5.0
2017-09-01,South,Technology,Accessories,1960.45,6,6,4.333333333333333
2017-10-01,Central,Office Supplies,Appliances,2796.18,2,2,5.0
2018-10-01,Central,Furniture,Bookcases,328.40,1,1,5.0
2017-04-01,West,Technology,Phones,39.96,1,1,5.0
2015-05-01,Central,Office Supplies,Envelopes,56.06,1,1,2.0
2018-10-01,South,Office Supplies,Envelopes,251.58,1,1,6.0
2018-03-01,East,Technology,Accessories,665.60,7,6,3.857142857142857
2017-04-01,South,Office Supplies,Envelopes,81.82,2,2,5.0
2018-09-01,Central,Furniture,Tables,1277.82,2,2,5.0
2017-12-01,South,Office Supplies,Appliances,2334.02,3,3,2.3333333333333335
2016-04-01,Central,Furniture,Chairs,896.28,5,5,4.2
2017-05-01,East,Office Supplies,Paper,240.33,8,6,3.25
2017-02-01,West,Office Supplies,Storage,728.71,3,3,5.0
2015-06-01,West,Office Supplies,Binders,3389.17,6,5,2.3333333333333335
2017-07-01,West,Furniture,Furnishings,659.48,8,6,4.0
2016-10-01,Central,Office Supplies,Envelopes,62.42,2,2,5.0
2017-10-01,West,Office Supplies,Appliances,43.92,1,1,6.0
2016-02-01,Central,Office Supplies,Paper,9.54,1,1,3.0
2018-03-01,West,Furniture,Chairs,170.35,1,1,5.0
2018-09-01,West,Furniture,Furnishings,1485.80,14,14,2.9285714285714284
2016-09-01,West,Office Supplies,Paper,699.85,11,7,3.8181818181818183
2017-09-01,Central,Furniture,Furnishings,1782.78,10,10,4.1
2016-08-01,South,Technology,Phones,1082.94,2,2,3.0
2016-11-01,South,Office Supplies,Binders,1617.87,11,8,5.454545454545454
2017-11-01,Central,Furniture,Bookcases,1298.62,2,2,3.0
2017-04-01,Central,Office Supplies,Art,47.06,2,2,4.5
2017-11-01,South,Technology,Accessories,2011.61,4,4,2.5
2016-09-01,West,Furniture,Furnishings,866.04,8,7,3.875
2018-10-01,East,Office Supplies,Labels,99.13,5,5,3.4
2015-01-01,West,Furniture,Bookcases,806.14,3,3,2.6666666666666665
2017-01-01,Central,Technology,Accessories,195.68,2,1,5.0
2018-07-01,South,Office Supplies,Supplies,231.72,1,1,6.0
2015-08-01,South,Office Supplies,Envelopes,29.81,1,1,4.0
2017-09-01,West,Office Supplies,Art,166.20,9,9,3.888888888888889
2018-11-01,East,Office Supplies,Storage,3877.81,11,10,4.363636363636363
2018-03-01,Central,Office Supplies,Appliances,123.48,3,3,3.6666666666666665
2016-01-01,West,Office Supplies,Binders,128.11,3,3,5.0
2017-02-01,East,Office Supplies,Appliances,170.88,1,1,2.0
2016-11-01,West,Office Supplies,Fasteners,21.24,4,4,3.75
2015-03-01,West,Furniture,Chairs,1738.90,5,4,4.0
2015-01-01,South,Office Supplies,Fasteners,31.12,1,1,4.0
2016-12-01,Central,Office Supplies,Fasteners,8.53,2,2,3.0
2017-02-01,South,Office Supplies,Fasteners,9.45,1,1,0.0
2015-01-01,Central,Office Supplies,Labels,11.78,1,1,4.0
2016-09-01,East,Office Supplies,Paper,597.64,8,8,4.625
2018-01-01,Central,Office Supplies,Binders,6440.21,13,8,4.230769230769231
2017-10-01,West,Office Supplies,Fasteners,118.05,4,4,5.0
2017-12-01,West,Technology,Phones,4468.28,9,8,4.111111111111111
2018-06-01,West,Furniture,Bookcases,3540.18,5,5,2.8
2017-09-01,West,Office Supplies,Labels,63.76,6,6,3.1666666666666665
2018-05-01,Central,Office Supplies,Storage,2371.43,9,9,4.666666666666667
2015-02-01,West,Office Supplies,Paper,122.32,5,4,4.4
2016-02-01,East,Office Supplies,Art,322.85,4,4,4.0
2015-04-01,Central,Furniture,Chairs,317.06,1,1,4.0
2016-12-01,South,Office Supplies,Binders,2537.19,11,8,3.3636363636363638
2018-06-01,East,Office Supplies,Binders,352.36,10,8,4.8
2018-05-01,West,Technology,Phones,2756.45,8,8,3.875
2018-12-01,West,Furniture,Bookcases,2091.25,6,6,4.333333333333333
2018-04-01,West,Furniture,Chairs,655.05,2,2,4.5
2017-11-01,Central,Office Supplies,Labels,129.15,5,5,3.6
2015-12-01,West,Office Supplies,Art,1211.31,6,5,3.8333333333333335
2016-05-01,South,Office Supplies,Binders,55.22,2,2,4.0
2016-06-01,Central,Office Supplies,Binders,416.18,4,4,3.75
2015-03-01,Central,Office Supplies,Fasteners,18.84,1,1,4.0
2018-01-01,West,Furniture,Chairs,120.78,1,1,7.0
2015-06-01,East,Office Supplies,Binders,697.70,10,9,4.7
2016-06-01,South,Office Supplies,Binders,780.32,13,9,4.6923076923076925
2016-04-01,East,Office Supplies,Appliances,1126.50,5,5,4.4
2015-03-01,West,Furniture,Tables,626.35,1,1,4.0
2017-04-01,Central,Furniture,Furnishings,338.57,5,5,4.4
2017-09-01,Central,Office Supplies,Storage,1576.12,11,8,4.0
2018-05-01,West,Office Supplies,Supplies,303.02,2,2,5.5
2018-01-01,West,Office Supplies,Fasteners,19.73,2,2,3.0
2015-04-01,South,Technology,Phones,2212.22,5,5,3.8
2017-04-01,West,Office Supplies,Fasteners,31.56,1,1,7.0
2015-07-01,East,Office Supplies,Storage,25.98,1,1,0.0
2017-10-01,East,Furniture,Bookcases,1164.90,2,2,1.5
2015-09-01,West,Office Supplies,Appliances,123.23,3,3,4.0
2015-09-01,West,Furniture,Bookcases,436.00,1,1,5.0
2015-08-01,Central,Furniture,Chairs,421.37,1,1,5.0
2015-03-01,South,Office Supplies,Binders,322.42,10,7,3.4
2016-10-01,Central,Office Supplies,Binders,74.36,8,8,5.0
2016-11-01,East,Furniture,Chairs,6746.75,9,9,2.5555555555555554
2016-07-01,West,Furniture,Furnishings,5.28,1,1,1.0
2015-07-01,Central,Office Supplies,Envelopes,87.92,1,1,4.0
2015-02-01,Central,Office Supplies,Labels,21.88,2,2,4.0
2017-09-01,East,Office Supplies,Binders,7490.24,19,17,4.052631578947368
2016-05-01,Central,Office Supplies,Art,183.95,3,3,3.0
2017-12-01,West,Office Supplies,Labels,36.10,2,2,3.5
2016-04-01,East,Furniture,Bookcases,352.45,1,1,5.0
2016-04-01,Central,Furniture,Furnishings,6.16,1,1,4.0
2017-11-01,East,Technology,Machines,4850.26,3,3,5.666666666666667
2015-08-01,South,Furniture,Chairs,500.24,1,1,5.0
2018-09-01,Central,Technology,Machines,336.51,1,1,6.0
2015-12-01,West,Office Supplies,Binders,2283.53,9,8,3.7777777777777777
2016-07-01,East,Furniture,Chairs,2423.51,3,3,2.6666666666666665
2015-04-01,East,Furniture,Furnishings,39.80,2,2,4.5
2018-01-01,South,Office Supplies,Binders,132.48,8,6,4.375
2017-05-01,West,Office Supplies,Envelopes,54.90,1,1,5.0
2015-08-01,East,Furniture,Chairs,1133.35,1,1,2.0
2018-02-01,Central,Furniture,Furnishings,33.87,3,3,4.666666666666667
2015-09-01,East,Technology,Phones,2830.69,7,5,3.2857142857142856
2016-12-01,East,Furniture,Tables,2653.74,3,3,4.333333333333333
2015-04-01,South,Office Supplies,Binders,75.99,2,2,3.0
2015-03-01,East,Furniture,Tables,3265.24,3,1,4.0
2015-05-01,West,Office Supplies,Supplies,41.04,1,1,5.0
2018-02-01,West,Furniture,Tables,386.91,1,1,7.0
2015-03-01,East,Office Supplies,Labels,15.12,1,1,5.0
2017-12-01,East,Furniture,Bookcases,81.94,1,1,2.0
2015-10-01,West,Office Supplies,Appliances,213.92,1,1,2.0
2017-09-01,Central,Office Supplies,Supplies,16.90,1,1,5.0
2018-01-01,South,Technology,Machines,695.70,1,1,2.0
2017-01-01,South,Technology,Copiers,959.97,1,1,5.0
2018-03-01,East,Office Supplies,Binders,281.97,8,8,3.625
2018-05-01,West,Furniture,Furnishings,113.81,5,5,3.0
2018-12-01,East,Technology,Accessories,854.26,8,8,3.875
2018-11-01,Central,Furniture,Tables,1322.93,4,4,3.5
2018-11-01,East,Office Supplies,Supplies,384.59,1,1,4.0
2018-04-01,Central,Office Supplies,Appliances,97.26,1,1,4.0
2018-09-01,East,Office Supplies,Labels,107.21,5,5,3.4
2018-08-01,South,Office Supplies,Appliances,447.77,3,3,3.6666666666666665
2017-02-01,South,Furniture,Bookcases,239.98,1,1,0.0
2015-11-01,South,Office Supplies,Binders,386.50,4,4,4.0
2018-11-01,East,Office Supplies,Binders,1649.96,18,15,3.6666666666666665
2018-12-01,South,Office Supplies,Supplies,1665.62,1,1,2.0
2016-03-01,East,Furniture,Chairs,482.98,2,2,1.0
2017-12-01,East,Office Supplies,Labels,143.77,5,4,4.2
2017-05-01,South,Office Supplies,Binders,673.66,12,9,3.9166666666666665
2015-06-01,West,Office Supplies,Supplies,7.36,1,1,7.0
2015-12-01,West,Office Supplies,Supplies,25.79,2,2,4.5
2018-08-01,West,Office Supplies,Paper,703.88,8,8,4.375
2016-09-01,East,Office Supplies,Labels,176.48,5,5,4.8
2018-04-01,Central,Office Supplies,Labels,33.12,1,1,4.0
2017-02-01,East,Technology,Accessories,89.97,1,1,4.0
2016-03-01,South,Office Supplies,Fasteners,31.56,1,1,3.0
2018-09-01,West,Office Supplies,Binders,6121.37,25,22,3.28
2018-11-01,Central,Office Supplies,Appliances,174.82,4,4,4.75
2016-12-01,West,Office Supplies,Art,555.24,12,10,4.416666666666667
2018-04-01,South,Furniture,Furnishings,776.95,7,7,4.428571428571429
2016-09-01,East,Office Supplies,Binders,898.59,22,20,4.454545454545454
2018-04-01,East,Furniture,Furnishings,545.63,7,6,3.5714285714285716
2017-11-01,West,Furniture,Tables,674.35,1,1,3.0
2016-07-01,East,Furniture,Tables,1290.62,2,2,0.5
2016-05-01,Central,Technology,Machines,399.54,1,1,2.0
2016-01-01,Central,Furniture,Chairs,199.30,1,1,4.0
2015-06-01,Central,Office Supplies,Storage,1339.96,4,3,3.25
2016-04-01,West,Furniture,Furnishings,37.68,1,1,6.0
2015-09-01,South,Office Supplies,Fasteners,45.00,1,1,5.0
2018-12-01,Central,Office Supplies,Appliances,2591.52,8,8,3.625
2017-09-01,East,Office Supplies,Storage,2552.25,8,7,3.625
2018-04-01,East,Office Supplies,Labels,29.13,4,3,2.75
2017-01-01,East,Office Supplies,Paper,238.96,5,4,2.8
2015-04-01,South,Office Supplies,Storage,1987.31,4,4,3.75
2018-08-01,Central,Technology,Phones,1704.05,3,3,3.0
2017-12-01,Central,Office Supplies,Binders,10193.64,6,6,3.8333333333333335
2016-07-01,East,Technology,Machines,464.97,1,1,5.0
2015-06-01,East,Office Supplies,Appliances,119.68,3,3,4.0
2017-08-01,Central,Furniture,Chairs,1024.72,1,1,2.0
2018-12-01,South,Technology,Machines,1248.97,3,3,4.0
2017-07-01,Central,Office Supplies,Paper,533.93,10,8,4.5
2018-05-01,South,Office Supplies,Binders,347.27,8,8,3.5
2015-09-01,West,Office Supplies,Paper,454.49,11,9,3.8181818181818183
2017-04-01,West,Office Supplies,Binders,485.10,13,12,4.461538461538462
2016-12-01,West,Technology,Machines,2548.56,1,1,4.0
2016-06-01,West,Office Supplies,Paper,39.76,4,4,5.25
2016-03-01,South,Office Supplies,Paper,384.31,3,3,5.0
2017-06-01,East,Technology,Accessories,475.90,5,4,4.0
2016-08-01,East,Furniture,Furnishings,358.46,6,5,4.166666666666667
2015-11-01,South,Office Supplies,Appliances,1066.42,3,3,5.0
2018-01-01,South,Office Supplies,Art,15.47,1,1,5.0
2018-06-01,West,Office Supplies,Storage,2271.04,12,11,3.3333333333333335
2017-11-01,Central,Office Supplies,Storage,2302.71,8,8,4.125
2015-11-01,West,Office Supplies,Art,145.17,7,7,4.571428571428571
2016-11-01,Central,Technology,Accessories,1442.15,4,4,2.25
2018-04-01,West,Office Supplies,Binders,1263.54,9,7,4.555555555555555
2017-09-01,South,Office Supplies,Binders,401.06,8,7,3.75
2017-09-01,West,Office Supplies,Envelopes,409.58,5,5,3.0
2015-06-01,West,Technology,Accessories,196.75,1,1,3.0
2016-07-01,South,Furniture,Tables,358.58,1,1,4.0
2018-12-01,West,Technology,Accessories,1240.61,7,6,3.4285714285714284
2015-12-01,East,Office Supplies,Labels,51.84,3,3,3.3333333333333335
2018-05-01,South,Office Supplies,Envelopes,113.92,2,2,4.0
2015-05-01,Central,Furniture,Tables,355.46,1,1,6.0
2016-09-01,West,Furniture,Bookcases,704.53,2,1,4.0
2015-01-01,South,Technology,Phones,2191.20,5,3,4.8
2017-11-01,East,Furniture,Chairs,5440.47,9,7,4.444444444444445
2016-08-01,West,Office Supplies,Storage,2580.16,6,5,5.166666666666667
2018-04-01,Central,Furniture,Chairs,317.06,1,1,4.0
2016-06-01,West,Office Supplies,Fasteners,10.39,2,2,4.5
2015-01-01,Central,Office Supplies,Paper,27.01,2,2,4.5
2017-02-01,West,Office Supplies,Binders,49.81,2,1,5.0
2015-02-01,West,Furniture,Furnishings,14.56,1,1,1.0
2016-07-01,Central,Office Supplies,Art,6.91,1,1,5.0
2016-03-01,Central,Furniture,Furnishings,400.17,3,3,4.333333333333333
2016-01-01,East,Office Supplies,Envelopes,17.48,1,1,5.0
2017-12-01,East,Office Supplies,Storage,4387.17,11,10,2.6363636363636362
2017-08-01,East,Office Supplies,Art,131.76,5,4,4.4
2017-04-01,East,Office Supplies,Art,605.16,13,8,4.230769230769231
2015-09-01,East,Technology,Accessories,736.83,5,5,4.0
2015-08-01,Central,Technology,Copiers,549.99,1,1,4.0
2016-01-01,East,Furniture,Tables,1018.10,1,1,5.0
2018-07-01,Central,Office Supplies,Labels,34.85,2,2,5.5
2018-08-01,South,Office Supplies,Art,9.73,1,1,3.0
2018-03-01,Central,Office Supplies,Envelopes,325.86,1,1,1.0
2016-05-01,West,Technology,Machines,2973.32,1,1,4.0
2018-06-01,West,Office Supplies,Fasteners,14.18,2,2,4.5
2017-11-01,West,Furniture,Bookcases,3406.66,1,1,4.0
2015-11-01,West,Furniture,Bookcases,939.97,3,3,1.3333333333333333
2016-11-01,Central,Office Supplies,Labels,31.52,2,2,4.5
2016-05-01,West,Office Supplies,Appliances,967.52,2,2,5.5
2017-04-01,East,Office Supplies,Labels,20.70,1,1,4.0
2018-04-01,South,Furniture,Chairs,218.35,1,1,3.0
2017-12-01,East,Office Supplies,Paper,392.77,8,8,4.375
2018-11-01,East,Technology,Phones,8755.79,17,17,3.5294117647058822
2018-09-01,East,Technology,Phones,7960.15,13,11,3.4615384615384617
2018-02-01,West,Technology,Accessories,941.48,3,3,5.333333333333333
2017-02-01,West,Office Supplies,Paper,323.22,3,3,4.666666666666667
2015-04-01,East,Office Supplies,Binders,601.88,7,7,3.5714285714285716
2018-12-01,East,Office Supplies,Binders,1084.42,23,22,4.826086956521739
2018-02-01,West,Furniture,Furnishings,561.09,7,7,4.571428571428571
2018-02-01,East,Furniture,Bookcases,240.78,1,1,5.0
2016-09-01,West,Furniture,Tables,2127.52,3,3,4.666666666666667
2016-04-01,West,Office Supplies,Appliances,1602.26,4,4,4.75
2017-07-01,Central,Furniture,Chairs,781.80,2,2,2.5
2015-02-01,Central,Furniture,Furnishings,378.42,3,3,3.3333333333333335
2015-03-01,South,Office Supplies,Paper,411.21,7,6,3.857142857142857
2017-06-01,East,Furniture,Tables,714.05,2,2,6.5
2016-07-01,Central,Technology,Accessories,831.20,1,1,5.0
2015-09-01,Central,Office Supplies,Appliances,292.66,4,3,2.75
2018-05-01,South,Furniture,Furnishings,8.01,1,1,1.0
2015-11-01,South,Office Supplies,Envelopes,27.59,2,1,5.0
2018-10-01,West,Office Supplies,Supplies,39.07,1,1,6.0
2017-10-01,East,Office Supplies,Fasteners,40.67,1,1,4.0
2017-09-01,West,Furniture,Furnishings,321.25,7,6,3.5714285714285716
2018-07-01,West,Office Supplies,Storage,500.42,5,5,3.6
2018-10-01,Central,Furniture,Furnishings,184.41,3,3,2.3333333333333335
2015-08-01,West,Office Supplies,Binders,2253.06,8,7,3.25
2018-06-01,Central,Technology,Phones,2593.92,6,6,2.8333333333333335
2015-04-01,West,Office Supplies,Paper,142.84,4,3,5.5
2016-05-01,East,Technology,Copiers,2799.94,1,1,7.0
2017-03-01,West,Office Supplies,Supplies,4937.94,2,2,1.0
2016-03-01,East,Office Supplies,Paper,97.89,5,4,5.0
2018-09-01,South,Office Supplies,Envelopes,24.45,1,1,4.0
2018-11-01,South,Office Supplies,Labels,17.32,2,2,4.0
2018-11-01,West,Office Supplies,Art,139.33,10,10,3.8
2017-04-01,West,Office Supplies,Envelopes,78.09,2,2,3.0
2016-03-01,East,Technology,Phones,1140.03,3,3,3.6666666666666665
2018-05-01,West,Furniture,Tables,1044.52,4,4,4.75
2017-11-01,East,Office Supplies,Paper,498.82,13,10,3.6153846153846154
2017-03-01,East,Technology,Phones,2197.76,8,7,3.125
2016-09-01,Central,Technology,Accessories,485.54,3,3,3.6666666666666665
2016-10-01,East,Furniture,Tables,209.67,1,1,5.0
2018-03-01,East,Office Supplies,Storage,251.47,4,3,3.75
2016-04-01,Central,Technology,Phones,593.67,4,3,3.0
2017-12-01,West,Furniture,Bookcases,205.67,1,1,4.0
2017-08-01,Central,Office Supplies,Fasteners,11.17,1,1,2.0
2017-04-01,West,Furniture,Bookcases,814.17,2,2,4.5
2016-12-01,West,Office Supplies,Supplies,25.76,1,1,3.0
2018-10-01,South,Office Supplies,Binders,2021.45,7,5,5.0
2017-10-01,Central,Office Supplies,Paper,170.99,6,6,4.333333333333333
2018-07-01,South,Technology,Phones,581.93,3,3,4.333333333333333
2018-09-01,South,Office Supplies,Art,282.16,7,6,4.428571428571429
2016-05-01,Central,Technology,Accessories,207.98,1,1,3.0
2017-05-01,West,Office Supplies,Appliances,358.75,3,3,4.666666666666667
2018-10-01,East,Office Supplies,Fasteners,17.90,1,1,4.0
2018-06-01,East,Furniture,Bookcases,1039.60,2,2,2.5
2016-11-01,Central,Technology,Machines,851.80,3,3,3.6666666666666665
2017-01-01,South,Furniture,Furnishings,330.05,2,2,6.0
2018-08-01,West,Technology,Copiers,1179.97,2,2,4.5
2017-06-01,West,Office Supplies,Supplies,293.10,2,2,2.0
2017-04-01,West,Office Supplies,Storage,838.11,4,3,4.5
2018-03-01,West,Office Supplies,Paper,1189.90,12,7,3.75
2016-04-01,West,Office Supplies,Envelopes,21.34,1,1,7.0
2015-07-01,Central,Office Supplies,Art,22.29,1,1,4.0
2017-05-01,South,Office Supplies,Paper,625.33,10,9,3.5
2015-08-01,East,Technology,Phones,135.99,1,1,6.0
2016-11-01,West,Office Supplies,Appliances,401.99,3,3,3.6666666666666665
2016-12-01,South,Office Supplies,Labels,235.97,4,4,4.75
2017-06-01,East,Furniture,Furnishings,145.90,3,3,3.0
2016-03-01,West,Technology,Phones,1990.30,5,5,4.0
2016-11-01,East,Technology,Machines,6965.70,2,2,2.5
2016-07-01,Central,Office Supplies,Appliances,81.41,2,2,2.0
2016-09-01,South,Technology,Phones,2675.53,4,3,4.75
2018-05-01,South,Technology,Accessories,166.97,4,4,4.75
2017-12-01,Central,Technology,Phones,3289.08,9,6,3.6666666666666665
2017-06-01,West,Office Supplies,Storage,255.62,2,2,1.5
2016-09-01,West,Office Supplies,Storage,2306.02,10,9,4.0
2018-09-01,West,Furniture,Chairs,4286.36,10,10,3.0
2017-07-01,West,Office Supplies,Storage,1157.19,7,6,4.857142857142857
2017-12-01,Central,Office Supplies,Paper,369.97,8,7,3.625
2018-04-01,East,Office Supplies,Storage,3788.71,7,6,3.7142857142857144
2015-08-01,West,Office Supplies,Fasteners,27.42,2,2,4.0
2017-05-01,South,Furniture,Tables,2646.12,2,2,3.5
2015-10-01,Central,Office Supplies,Labels,29.35,2,2,3.0
2017-09-01,Central,Furniture,Bookcases,3551.67,3,3,4.0
2016-03-01,East,Furniture,Furnishings,33.57,1,1,2.0
2016-07-01,West,Office Supplies,Storage,272.74,1,1,5.0
2017-08-01,West,Furniture,Chairs,2135.84,2,2,5.0
2017-12-01,West,Office Supplies,Supplies,625.02,3,3,4.666666666666667
2018-09-01,Central,Technology,Phones,3269.65,7,7,4.285714285714286
2016-09-01,East,Office Supplies,Fasteners,42.92,3,3,6.0
2018-06-01,Central,Office Supplies,Binders,294.51,10,9,4.9
2015-07-01,West,Furniture,Tables,1995.26,5,5,3.8
2015-07-01,West,Office Supplies,Paper,375.98,7,6,2.7142857142857144
2018-01-01,East,Technology,Phones,675.52,3,3,4.0
2017-11-01,West,Office Supplies,Envelopes,186.53,2,2,3.0
2017-09-01,South,Technology,Machines,396.00,1,1,6.0
2018-12-01,East,Furniture,Tables,799.64,2,2,4.5
2018-11-01,Central,Technology,Accessories,730.44,6,6,3.3333333333333335
2017-06-01,South,Office Supplies,Appliances,208.16,1,1,3.0
2015-12-01,East,Office Supplies,Envelopes,379.16,2,2,4.0
2017-04-01,South,Office Supplies,Fasteners,30.00,1,1,7.0
2015-03-01,West,Technology,Machines,1279.97,1,1,6.0
2017-12-01,West,Furniture,Tables,9783.32,11,11,4.818181818181818
2016-05-01,West,Furniture,Furnishings,823.76,4,4,4.25
2017-08-01,West,Office Supplies,Binders,167.56,9,8,4.222222222222222
2017-08-01,East,Technology,Phones,952.95,7,6,4.571428571428571
2015-05-01,East,Technology,Phones,1298.99,3,3,4.0
2016-12-01,South,Office Supplies,Art,104.38,4,4,4.25
2018-11-01,Central,Office Supplies,Supplies,36.53,3,3,2.3333333333333335
2018-07-01,East,Furniture,Chairs,1098.02,4,4,3.75
2016-12-01,South,Office Supplies,Storage,84.19,2,2,5.0
2018-04-01,South,Furniture,Tables,1266.27,3,2,4.0
2017-10-01,East,Technology,Copiers,5399.91,1,1,4.0
2018-10-01,Central,Office Supplies,Binders,2072.90,12,9,4.416666666666667
2016-03-01,West,Furniture,Tables,959.49,2,2,3.0
2016-11-01,East,Office Supplies,Supplies,43.08,2,2,2.5
2015-10-01,East,Furniture,Tables,2216.94,3,3,1.6666666666666667
2018-02-01,Central,Office Supplies,Art,217.15,4,4,3.75
2018-12-01,Central,Office Supplies,Labels,61.06,1,1,5.0
2017-03-01,West,Furniture,Bookcases,72.29,1,1,2.0
2018-03-01,Central,Office Supplies,Fasteners,7.90,1,1,0.0
2015-06-01,Central,Office Supplies,Paper,163.46,6,4,3.6666666666666665
2015-05-01,West,Office Supplies,Storage,414.82,2,2,1.0
2018-02-01,West,Office Supplies,Appliances,2126.21,4,4,3.75
2018-03-01,Central,Technology,Accessories,311.75,4,4,5.25
2015-08-01,West,Furniture,Furnishings,846.67,7,7,4.428571428571429
2015-09-01,East,Office Supplies,Labels,184.73,5,5,2.8
2017-09-01,East,Office Supplies,Art,98.80,5,5,4.0
2017-04-01,West,Office Supplies,Appliances,222.17,3,3,7.0
2018-12-01,West,Furniture,Chairs,3934.71,8,7,4.5
2015-01-01,West,Office Supplies,Paper,134.94,4,4,3.25
2015-12-01,East,Technology,Machines,6999.96,1,1,7.0
2018-05-01,East,Office Supplies,Storage,243.60,2,2,3.0
2017-02-01,Central,Office Supplies,Binders,56.82,1,1,2.0
2016-02-01,Central,Office Supplies,Storage,670.75,1,1,7.0
2016-09-01,South,Furniture,Tables,801.96,1,1,4.0
2016-07-01,East,Office Supplies,Fasteners,27.32,2,2,4.5
2017-05-01,South,Furniture,Chairs,1219.29,3,3,5.666666666666667
2018-09-01,East,Office Supplies,Appliances,103.84,2,2,3.5
